^-	-1	*head*
-$	-1	*tail*
\s+	-1	*split*
O	10	AO
A	10	AA
i	10	IY
u	10	UW
E	10	EH
e	10	EH
I	10	IH
U	10	UH
V	10	AH
@	10	AH
@	10	AX
{	10	AE
eI	10	EY
aI	10	AY
oU	10	OW
aU	10	AW
OI	10	OY
3	10	ER
@	10	AXR
p	10	P
b	10	B
t	10	T
d	10	D
k	10	K
g	10	G
tS	10	CH
dZ	10	JH
f	10	F
v	10	V
T	10	TH
D	10	DH
s	10	S
z	10	Z
S	10	SH
Z	10	ZH
h	10	HH
m	10	M
m	10	EM
n	10	N
n	10	EN
N	10	NG
N	10	ENG
l	10	L
l	10	EL
r	10	R
r\	10	R
4	10	DX
4~	10	NX
j	10	Y
w	10	W
?	10	Q
